-0.4028 -0.7284 0.0000 -1.0000
0.5413 0.2158 0.0000 -1.0000
-0.3761 -0.6241 0.0000 -1.0000
-0.6550 0.8744 1.0000 -1.0000
-0.6061 0.9609 1.0000 -1.0000
0.0743 -0.4352 0.0000 -1.0000
0.2415 -0.2105 1.0000 -1.0000
-0.2571 0.0400 0.0000 -1.0000
0.6467 0.5019 0.0000 -1.0000
-0.0537 0.4544 1.0000 -1.0000
-0.2261 -0.5501 0.0000 -1.0000
-0.2379 0.6701 1.0000 -1.0000
-0.0743 -0.4655 0.0000 -1.0000
0.4860 -0.1453 0.0000 -1.0000
0.7570 -0.1127 1.0000 -1.0000
0.5916 0.2816 0.0000 -1.0000
0.4057 -0.1291 0.0000 -1.0000
0.9601 -0.1693 1.0000 -1.0000
-0.3265 0.4268 1.0000 -1.0000
0.8047 0.8180 1.0000 -1.0000
0.5562 0.6888 0.0000 -1.0000
-0.0644 -0.2171 0.0000 -1.0000
-0.9147 -0.2331 0.0000 -1.0000
0.7643 0.3068 1.0000 -1.0000
-0.0354 -0.7208 0.0000 -1.0000
0.4688 0.1403 0.0000 -1.0000
-0.4069 -0.2404 0.0000 -1.0000
-0.5040 -0.0564 0.0000 -1.0000
0.0729 0.0400 1.0000 -1.0000
-0.8219 0.3866 0.0000 -1.0000
-0.6116 0.5288 1.0000 -1.0000
0.6608 -0.3477 0.0000 -1.0000
-0.0728 0.0050 1.0000 -1.0000
0.1001 -0.1371 1.0000 -1.0000
0.5002 -0.6717 0.0000 -1.0000
-0.6361 -0.5721 0.0000 -1.0000
0.2001 -0.6377 0.0000 -1.0000
-0.9023 -0.9765 0.0000 -1.0000
0.2176 -0.4633 0.0000 -1.0000
0.0078 0.3267 1.0000 -1.0000
-0.4384 -0.6942 0.0000 -1.0000
0.2596 -0.5502 0.0000 -1.0000
0.1056 0.0541 1.0000 -1.0000
-0.6215 -0.4248 0.0000 -1.0000
-0.4714 0.5323 1.0000 -1.0000
-0.7540 -0.5927 0.0000 -1.0000
0.0720 0.5343 1.0000 -1.0000
-0.7094 -0.1889 0.0000 -1.0000
-0.5245 0.3274 1.0000 -1.0000
0.0748 -0.6874 0.0000 -1.0000
-0.5506 -0.7389 0.0000 -1.0000
0.4003 -0.4353 0.0000 -1.0000
-0.8562 0.3217 0.0000 -1.0000
0.2053 -0.5674 0.0000 -1.0000
0.7546 -0.9901 0.0000 -1.0000
0.6124 0.5257 0.0000 -1.0000
0.2906 0.5229 1.0000 -1.0000
-0.0357 -0.1759 0.0000 -1.0000
-0.8185 0.2089 0.0000 -1.0000
-0.1653 0.0926 1.0000 -1.0000
-0.6840 0.1776 0.0000 -1.0000
0.4530 0.6724 0.0000 -1.0000
0.5575 -0.7108 0.0000 -1.0000
-0.2002 0.4069 1.0000 -1.0000
-0.7612 0.8789 1.0000 -1.0000
0.6538 -0.2181 0.0000 -1.0000
0.1474 0.0056 1.0000 -1.0000
0.2630 -0.5707 0.0000 -1.0000
-0.7063 0.0268 0.0000 -1.0000
-0.2154 -0.7436 0.0000 -1.0000
0.4901 -0.5635 0.0000 -1.0000
-0.2756 0.4826 1.0000 -1.0000
-0.9589 -0.5160 0.0000 -1.0000
-0.8941 0.8623 1.0000 -1.0000
-0.3456 0.3903 1.0000 -1.0000
0.1044 0.3360 1.0000 -1.0000
0.1312 -0.9927 0.0000 -1.0000
-0.7416 0.3152 0.0000 -1.0000
0.0374 0.8014 1.0000 -1.0000
0.9716 -0.4564 1.0000 -1.0000
-0.2709 -0.9980 0.0000 -1.0000
-0.2106 0.7422 1.0000 -1.0000
0.5483 0.3729 0.0000 -1.0000
-0.3487 -0.8731 0.0000 -1.0000
-0.8492 0.2159 0.0000 -1.0000
0.1861 -0.5586 0.0000 -1.0000
-0.3056 0.4636 1.0000 -1.0000
0.1753 -0.7439 0.0000 -1.0000
-0.3573 0.3522 1.0000 -1.0000
0.1462 -0.6558 0.0000 -1.0000
0.6918 0.2364 0.0000 -1.0000
-0.4153 -0.7410 0.0000 -1.0000
-0.5151 -0.3937 0.0000 -1.0000
-0.6889 0.4082 0.0000 -1.0000
0.3517 -0.8579 0.0000 -1.0000
-0.3961 0.4910 1.0000 -1.0000
-0.7962 0.9185 1.0000 -1.0000
-0.4654 -0.0921 0.0000 -1.0000
-0.3678 -0.2410 0.0000 -1.0000
0.0837 0.4928 1.0000 -1.0000
-0.5762 -0.1386 0.0000 -1.0000
-0.1508 0.8609 1.0000 -1.0000
-0.0446 -0.1382 1.0000 -1.0000
-0.0441 0.0304 1.0000 -1.0000
-0.0988 0.2234 1.0000 -1.0000
0.9252 0.2933 1.0000 -1.0000
-0.5339 -0.2656 0.0000 -1.0000
-0.2517 0.5281 1.0000 -1.0000
0.2721 0.4847 1.0000 -1.0000
-0.6822 0.7362 1.0000 -1.0000
-0.4219 -0.0397 0.0000 -1.0000
0.8215 -0.5122 1.0000 -1.0000
0.4190 0.7591 0.0000 -1.0000
-0.6226 -0.7822 0.0000 -1.0000
-0.1988 0.6072 1.0000 -1.0000
-0.8545 0.2000 0.0000 -1.0000
-0.3867 0.3257 1.0000 -1.0000
0.4537 -0.1161 0.0000 -1.0000
0.6030 0.4783 0.0000 -1.0000
-0.2702 0.4102 1.0000 -1.0000
-0.4822 0.0142 0.0000 -1.0000
0.9531 0.7714 1.0000 -1.0000
-0.6780 -0.1431 0.0000 -1.0000
-0.7079 0.4699 0.0000 -1.0000
0.7793 -0.2510 1.0000 -1.0000
0.3868 -0.6276 0.0000 -1.0000
-0.6415 0.1451 0.0000 -1.0000
0.7675 0.2645 1.0000 -1.0000
-0.1749 0.0539 1.0000 -1.0000
0.7646 -0.0749 1.0000 -1.0000
0.8183 0.2538 1.0000 -1.0000
-0.2875 0.8862 1.0000 -1.0000
-0.3739 0.6111 1.0000 -1.0000
0.9721 0.9501 1.0000 -1.0000
0.3219 -0.9598 0.0000 -1.0000
-0.1370 0.7389 1.0000 -1.0000
0.7327 -0.9922 0.0000 -1.0000
0.4617 0.9244 0.0000 -1.0000
-0.8109 -0.0230 0.0000 -1.0000
-0.5232 -0.6588 0.0000 -1.0000
0.0125 -0.0280 1.0000 -1.0000
-0.4565 0.5521 1.0000 -1.0000
-0.0903 -0.5763 0.0000 -1.0000
-0.2172 -0.9317 0.0000 -1.0000
0.7085 -0.8760 1.0000 -1.0000
0.6649 -0.1055 0.0000 -1.0000
0.7162 -0.9685 0.0000 -1.0000
0.5557 -0.3787 0.0000 -1.0000
-0.0160 0.5698 1.0000 -1.0000
0.4447 0.5386 0.0000 -1.0000
-0.6519 0.6766 1.0000 -1.0000
-0.6316 -0.2848 0.0000 -1.0000
0.3394 0.1071 0.0000 -1.0000
0.0212 0.2301 1.0000 -1.0000
0.9190 0.9251 1.0000 -1.0000
0.0720 0.5650 1.0000 -1.0000
0.0223 -0.5328 0.0000 -1.0000
-0.5154 -0.0653 0.0000 -1.0000
-0.3078 -0.2641 0.0000 -1.0000
0.1442 0.8710 1.0000 -1.0000
0.7894 0.9248 1.0000 -1.0000
0.4078 0.7482 0.0000 -1.0000
0.3008 -0.0910 0.0000 -1.0000
0.7983 -0.8214 1.0000 -1.0000
-0.1609 0.5853 1.0000 -1.0000
0.9807 0.5729 1.0000 -1.0000
0.4150 0.5686 0.0000 -1.0000
0.5379 0.7407 0.0000 -1.0000
-0.1414 -0.1226 0.0000 -1.0000
0.3377 -0.5494 0.0000 -1.0000
-0.3527 0.0468 0.0000 -1.0000
-0.3427 0.9881 1.0000 -1.0000
-0.7108 0.0172 0.0000 -1.0000
-0.5613 0.9230 1.0000 -1.0000
0.4548 0.1660 0.0000 -1.0000
-0.5282 -0.5284 0.0000 -1.0000
-0.2800 -0.2390 0.0000 -1.0000
-0.8206 0.5558 0.0000 -1.0000
-0.2564 0.8595 1.0000 -1.0000
-0.8576 -0.1162 0.0000 -1.0000
-0.9323 -0.7496 0.0000 -1.0000
0.1624 -0.7491 0.0000 -1.0000
0.8356 0.2426 1.0000 -1.0000
0.4847 0.6297 0.0000 -1.0000
-0.4722 -0.5781 0.0000 -1.0000
0.2463 0.5293 1.0000 -1.0000
-0.8365 -0.1915 0.0000 -1.0000
-0.7565 0.8682 1.0000 -1.0000
0.7683 -0.0577 1.0000 -1.0000
0.0020 -0.3887 0.0000 -1.0000
0.6690 -0.2301 0.0000 -1.0000
0.5874 -0.4071 0.0000 -1.0000
0.1427 0.2231 1.0000 -1.0000
-0.8503 -0.2841 0.0000 -1.0000
-0.2432 -0.7914 0.0000 -1.0000
-0.4596 -0.3795 0.0000 -1.0000
0.7932 -0.6344 1.0000 -1.0000
0.5297 0.6573 0.0000 -1.0000
0.6764 0.3607 0.0000 -1.0000
-0.4339 0.7699 1.0000 -1.0000
0.1380 -0.4169 0.0000 -1.0000
-0.0383 0.1916 1.0000 -1.0000
0.6526 0.0121 0.0000 -1.0000
0.4048 -0.0250 0.0000 -1.0000
0.5146 -0.6229 0.0000 -1.0000
-0.0188 -0.9704 0.0000 -1.0000
-0.6601 0.7250 1.0000 -1.0000
-0.6657 -0.1687 0.0000 -1.0000
0.1078 -0.0625 1.0000 -1.0000
0.2858 0.6909 1.0000 -1.0000
-0.4664 -0.4049 0.0000 -1.0000
0.6051 0.3256 0.0000 -1.0000
0.5599 0.1271 0.0000 -1.0000
0.4351 -0.4587 0.0000 -1.0000
0.0128 -0.7915 0.0000 -1.0000
-0.5665 -0.8063 0.0000 -1.0000
0.9738 -0.1056 1.0000 -1.0000
-0.2526 -0.4784 0.0000 -1.0000
0.3712 0.8506 0.0000 -1.0000
-0.8225 0.0301 0.0000 -1.0000
0.9300 0.1490 1.0000 -1.0000
-0.6237 -0.8287 0.0000 -1.0000
-0.3425 -0.9976 0.0000 -1.0000
0.6363 -0.9317 0.0000 -1.0000
0.8894 -0.5072 1.0000 -1.0000
0.1547 0.8774 1.0000 -1.0000
0.2406 -0.3105 1.0000 -1.0000
0.0322 -0.3256 0.0000 -1.0000
0.4300 0.1915 0.0000 -1.0000
-0.9818 0.2975 0.0000 -1.0000
0.8905 0.7737 1.0000 -1.0000
-0.6105 -0.9545 0.0000 -1.0000
-0.4534 0.9293 1.0000 -1.0000
-0.2626 -0.3019 0.0000 -1.0000
0.2222 0.2070 1.0000 -1.0000
0.9917 -0.0903 1.0000 -1.0000
0.9609 0.6580 1.0000 -1.0000
0.3858 0.2768 0.0000 -1.0000
-0.8831 0.0038 0.0000 -1.0000
-0.9279 0.4899 0.0000 -1.0000
0.7747 0.3978 1.0000 -1.0000
-0.9426 -0.0056 0.0000 -1.0000
-0.4054 -0.7912 0.0000 -1.0000
-0.7197 -0.0305 0.0000 -1.0000
-0.2569 0.2282 1.0000 -1.0000
0.3387 0.0869 0.0000 -1.0000
0.6182 0.0135 0.0000 -1.0000
0.1974 -0.8111 0.0000 -1.0000
0.1019 0.1664 1.0000 -1.0000
-0.4857 0.3665 1.0000 -1.0000
-0.0558 -0.3628 0.0000 -1.0000
-0.7847 0.0984 0.0000 -1.0000
0.3859 0.0385 0.0000 -1.0000
-0.8826 0.5315 0.0000 -1.0000
0.7796 -0.5680 1.0000 -1.0000
-0.2309 -0.1690 0.0000 -1.0000
-0.4523 -0.6025 0.0000 -1.0000
-0.1452 0.4079 1.0000 -1.0000
0.1006 0.1715 1.0000 -1.0000
0.6980 0.2407 0.0000 -1.0000
-0.5147 0.9345 1.0000 -1.0000
-0.6863 0.1747 0.0000 -1.0000
-0.0295 0.8608 1.0000 -1.0000
-0.0007 0.4227 1.0000 -1.0000
-0.9274 0.7668 1.0000 -1.0000
-0.2239 0.2823 1.0000 -1.0000
-0.6215 0.4785 1.0000 -1.0000
0.0208 0.0857 1.0000 -1.0000
0.4053 -0.8686 0.0000 -1.0000
0.6609 0.6401 0.0000 -1.0000
-0.3920 0.2502 1.0000 -1.0000
0.3106 -0.6860 0.0000 -1.0000
-0.2192 0.7081 1.0000 -1.0000
0.7635 0.5670 1.0000 -1.0000
0.4912 -0.6668 0.0000 -1.0000
-0.6989 -0.8152 0.0000 -1.0000
0.7778 -0.8486 1.0000 -1.0000
0.4869 0.4884 0.0000 -1.0000
0.1511 -0.6454 0.0000 -1.0000
0.5764 -0.3921 0.0000 -1.0000
0.1453 0.1781 1.0000 -1.0000
0.6094 0.1446 0.0000 -1.0000
0.1516 0.4984 1.0000 -1.0000
0.9743 0.7324 1.0000 -1.0000
-0.6948 0.1560 0.0000 -1.0000
-0.4221 0.8754 1.0000 -1.0000
-0.9040 0.1155 0.0000 -1.0000
-0.9583 0.2102 0.0000 -1.0000
0.7522 0.8841 1.0000 -1.0000
-0.6289 0.2654 0.0000 -1.0000
-0.9849 0.6878 0.0000 -1.0000
0.5242 -0.3171 0.0000 -1.0000
0.6017 0.5424 0.0000 -1.0000
0.1521 -0.2575 1.0000 -1.0000
-0.1428 0.3434 1.0000 -1.0000
0.1060 0.5160 1.0000 -1.0000
0.5382 -0.7905 0.0000 -1.0000
-0.0303 -0.8462 0.0000 -1.0000
-0.6616 0.5929 1.0000 -1.0000
0.7293 -0.9183 1.0000 -1.0000
-0.5114 0.7108 1.0000 -1.0000
0.7238 -0.3826 1.0000 -1.0000
-0.5848 0.8048 1.0000 -1.0000
-0.7241 0.7924 1.0000 -1.0000
0.8451 0.0018 1.0000 -1.0000
0.2598 0.9153 1.0000 -1.0000
0.7410 0.7752 1.0000 -1.0000
0.4150 0.6948 0.0000 -1.0000
0.2716 -0.3876 1.0000 -1.0000
0.3051 -0.7454 0.0000 -1.0000
0.7240 -0.0957 1.0000 -1.0000
-0.1996 0.2081 1.0000 -1.0000
0.6758 -0.9556 0.0000 -1.0000
-0.0101 -0.0208 1.0000 -1.0000
-0.4154 0.3304 1.0000 -1.0000
0.6602 0.6946 0.0000 -1.0000
-0.6223 -0.6410 0.0000 -1.0000
-0.4966 -0.1222 0.0000 -1.0000
0.8458 0.2872 1.0000 -1.0000
-0.5749 0.8964 1.0000 -1.0000
0.0724 -0.9067 0.0000 -1.0000
0.7980 0.3366 1.0000 -1.0000
0.8699 -0.5741 1.0000 -1.0000
0.1566 0.2779 1.0000 -1.0000
-0.5428 -0.9690 0.0000 -1.0000
-0.8087 -0.7270 0.0000 -1.0000
-0.7100 0.1865 0.0000 -1.0000
-0.6648 -0.6402 0.0000 -1.0000
0.2012 -0.5255 0.0000 -1.0000
-0.8447 -0.3769 0.0000 -1.0000
-0.1041 0.6979 1.0000 -1.0000
-0.1806 -0.6889 0.0000 -1.0000
0.2979 -0.4368 1.0000 -1.0000
0.5693 -0.4850 0.0000 -1.0000
0.7883 0.2887 1.0000 -1.0000
0.3354 0.9224 0.0000 -1.0000
-0.0330 0.1799 1.0000 -1.0000
0.3668 -0.2270 0.0000 -1.0000
-0.0446 -0.8518 0.0000 -1.0000
-0.5074 -0.0743 0.0000 -1.0000
0.5144 -0.6823 0.0000 -1.0000
0.9298 -0.8352 1.0000 -1.0000
0.4248 0.7792 0.0000 -1.0000
-0.8643 0.6122 0.0000 -1.0000
-0.9712 0.8845 1.0000 -1.0000
0.0413 -0.1415 1.0000 -1.0000
0.5750 0.8681 0.0000 -1.0000
-0.7162 0.5245 1.0000 -1.0000
-0.1491 -0.7162 0.0000 -1.0000
0.9146 0.3230 1.0000 -1.0000
0.2544 -0.8658 0.0000 -1.0000
0.7723 0.6292 1.0000 -1.0000
-0.6099 -0.4041 0.0000 -1.0000
0.4630 0.7057 0.0000 -1.0000
-0.3289 0.8252 1.0000 -1.0000
-0.0468 0.4549 1.0000 -1.0000
-0.8050 -0.6518 0.0000 -1.0000
0.8705 -0.1440 1.0000 -1.0000
0.3059 0.0329 0.0000 -1.0000
-0.3308 -0.1774 0.0000 -1.0000
0.0304 -0.0727 1.0000 -1.0000
0.3612 -0.8258 0.0000 -1.0000
0.6804 -0.9190 0.0000 -1.0000
0.6155 -0.8259 0.0000 -1.0000
0.2286 0.2573 1.0000 -1.0000
0.7084 0.5321 1.0000 -1.0000
-0.0444 0.5222 1.0000 -1.0000
0.4346 -0.5134 0.0000 -1.0000
-0.0294 -0.4531 0.0000 -1.0000
-0.4652 -0.6268 0.0000 -1.0000
-0.6982 -0.7468 0.0000 -1.0000
-0.7744 0.4182 0.0000 -1.0000
-0.6087 0.3296 0.0000 -1.0000
0.3477 0.1970 0.0000 -1.0000
0.7807 -0.3611 1.0000 -1.0000
0.8296 -0.1013 1.0000 -1.0000
-0.5522 -0.6708 0.0000 -1.0000
-0.3995 -0.4264 0.0000 -1.0000
